22.12.06|16:18:07|3|1217|00:00|00:00:00|2902584||2||||5|
22.12.06|16:18:38|4|1104|00:00|00:00:00|2462944||2||||5|
22.12.06|16:18:41|1|1112||00:03:00|80442065531||35|||||
22.12.06|16:18:45|5|1163|00:00|00:00:00|2012237||2||||5|
22.12.06|16:18:51|52|1126||00:00:04|80504437493||2||||8|
22.12.06|16:18:56|51|1136||00:00:50|80673820384||2||||8|
22.12.06|16:18:59|3|1217||00:00:26|2802584||2||||5|
22.12.06|16:19:26|2|1160||00:02:51|80564404120||35|||||
22.12.06|16:20:04|1|1163||00:01:01|2012230||2||||5|
22.12.06|16:20:05|3|1217||00:00:40|2843027||2||||5|
22.12.06|16:21:11|53|1241||00:00:34|80505015797||2||||8|
22.12.06|16:21:47|33|1997|00:04|00:01:24|||1|||||
22.12.06|16:21:55|33|1934||00:00:07|||35|||||
22.12.06|16:22:09|1|1241||00:00:29|4907716||2||||5|
22.12.06|16:22:13|54|1136||00:00:57|80384831815||2||||8|
22.12.06|16:22:45|33|1997|00:04|00:00:16|||1|||||
22.12.06|16:24:20|2|1259||00:00:23|5374798||2||||5|
22.12.06|16:24:22|34|1997|00:04|00:00:16|||1|||||
22.12.06|16:24:26|33|1243||00:01:41|||35|||||
22.12.06|16:24:36|51|1241||00:01:35|80504982288||2||||8|
22.12.06|16:24:58|1|1163|01:29|00:00:00|4545616||2||||5|
22.12.06|16:25:54|53|1217||00:00:12|80504160303||2||||8|
22.12.06|16:26:08|3|1930||00:02:05|5466339||2||||5|
22.12.06|16:26:17|34|1204||00:01:55|||35|||||
22.12.06|16:26:36|54|1217||00:00:14|80504160303||2||||8|
22.12.06|16:26:51|1|1997|00:04|00:00:24|80564404120||1|||||
22.12.06|16:26:59|3|1104||00:00:28|5608772||2||||5|
22.12.06|16:27:22|3|1154||00:00:10|4583873||2||||5|
22.12.06|16:27:30|51|1104||00:00:05|80507873781||2||||8|
22.12.06|16:28:09|3|1104||00:00:07|5627332||2||||5|
22.12.06|16:28:11|6|1217||00:00:49|2722540||2||||5|
22.12.06|16:28:38|5|1163|01:24|00:00:00|4545616||2||||5|
22.12.06|16:28:54|3|1997|00:04|00:00:28|||1|||||
22.12.06|16:28:56|6|1217||00:00:22|4183867||2||||5|
22.12.06|16:29:08|5|1998|00:04|00:00:23|80445627332||1|||||
22.12.06|16:29:14|4|1547||00:05:03|5015438||2||||5|
22.12.06|16:29:14|3|1933||00:00:20|||35|||||
22.12.06|16:29:20|5|1933||00:00:11|80445627332||35|||||
22.12.06|16:29:28|7|1934||00:00:44|5025805||2||||5|
22.12.06|16:29:33|4|1217|00:02|00:00:00|2443933||2||||5|
22.12.06|16:29:39|6|1124|00:00|00:00:00|2012237||2||||5|
22.12.06|16:29:45|4|1217|00:00|00:00:00|2465535||2||||5|
22.12.06|16:29:53|5|1104||00:00:32|80445627332||35|||||
22.12.06|16:30:07|2|1241||00:05:03|4907716||2||||5|
22.12.06|16:30:19|2|1124|00:00|00:00:00|2012237||2||||5|
22.12.06|16:30:41|4|1124|00:00|00:00:00|2012237||2||||5|
22.12.06|16:30:51|33|1997|00:04|00:00:10|||1|||||
22.12.06|16:30:56|4|1217|00:00|00:00:00|2468237||2||||5|
22.12.06|16:31:04|2|1241||00:00:13|5365220||2||||5|
22.12.06|16:31:06|5|1998|00:04|00:00:23|80577176031||1|||||
22.12.06|16:31:07|53|1104||00:00:48|80504190810||2||||8|
22.12.06|16:31:12|2|1217|00:00|00:00:00|2468237||2||||5|
22.12.06|16:31:17|1|1160||00:04:26|80564404120||35|||||
22.12.06|16:31:18|5|1933||00:00:11|80577176031||35|||||
22.12.06|16:31:18|2|1163|00:00|00:00:00|201||2||||5|
22.12.06|16:31:25|1|1217|00:00|00:00:00|2468237||2||||5|
22.12.06|16:31:37|1|1163|00:00|00:00:00|2012237||2||||5|
22.12.06|16:32:23|36|1997|00:04|00:01:27|||1|||||
22.12.06|16:32:32|36|1933||00:00:08|||35|||||
22.12.06|16:33:10|3|1154||00:03:55|||35|||||
22.12.06|16:33:32|2|1124|00:00|00:00:00|2012237||2||||5|
22.12.06|16:33:49|5|1112||00:02:31|80577176031||35|||||
22.12.06|16:34:16|2|1124|00:23|00:00:00|2012230||2||||5|
22.12.06|16:34:19|52|1136||00:05:38|80688329876||2||||8|
22.12.06|16:34:33|2|1124|00:00|00:00:00|2012237||2||||5|
22.12.06|16:34:35|51|1122||00:00:07|80577034973||2||||8|
22.12.06|16:35:32|1|1217||00:03:08|5360801||2||||5|
22.12.06|16:35:34|2|1997|00:04|00:00:24|80503665327||1|||||
22.12.06|16:35:42|52|1122||00:00:05|80577034973||2||||8|
22.12.06|16:35:43|54|1137||00:01:29|80502400100||2||||8|
22.12.06|16:35:48|2|1933||00:00:14|80503665327||35|||||
22.12.06|16:36:05|53|1122||00:00:03|80577034973||2||||8|
22.12.06|16:36:25|1|1151|00:25|00:00:00|2472160||2||||5|
22.12.06|16:36:26|54|1122||00:00:01|80577034973||2||||8|
22.12.06|16:37:01|33|1934||00:06:10|||35|||||
22.12.06|16:37:02|44|1934||00:05:11|80504697219||2||||8|
22.12.06|16:37:39|52|1122||00:00:04|80577034973||2||||8|
22.12.06|16:38:06|54|1122||00:00:07|80577034973||2||||8|
22.12.06|16:39:52|53|1933||00:01:56|80501840063||2||||8|
22.12.06|16:40:21|52|1122||00:00:04|80577034973||2||||8|
22.12.06|16:40:44|53|1122||00:00:03|80577034973||2||||8|
22.12.06|16:40:58|4|1268|00:00|00:00:00|4927937||2||||5|
22.12.06|16:41:09|54|1122||00:00:03|80577034973||2||||8|
22.12.06|16:41:11|1|1151||00:00:55|4922929||2||||5|
22.12.06|16:41:39|51|1205||00:04:36|80667332375||2||||8|
22.12.06|16:42:15|2|1104||00:01:47|5608772||2||||5|
22.12.06|16:42:37|1|1161|00:47|00:00:00|4596708||2||||5|
22.12.06|16:43:07|1|1143|00:00|00:00:00|2583238||2||||5|
22.12.06|16:43:20|1|1143|00:00|00:00:00|2583238||2||||5|
22.12.06|16:43:28|51|1126||00:00:04|80504437493||2||||8|
22.12.06|16:43:30|1|1268|00:00|00:00:00|4927937||2||||5|
22.12.06|16:43:40|2|1143|00:00|00:00:00|3316417||2||||5|
22.12.06|16:44:07|33|1997|00:04|00:01:23|||1|||||
22.12.06|16:44:17|34|1998|00:04|00:00:10|||1|||||
22.12.06|16:44:18|33|1933||00:00:10|||35|||||
22.12.06|16:44:28|34|1934||00:00:11|||35|||||
22.12.06|16:44:45|1|1997|00:04|00:00:20|80444615482||1|||||
22.12.06|16:45:20|4|1970||00:00:33|5374798||2||||5|
22.12.06|16:46:44|52|1144||00:01:45|80668064215||2||||8|
22.12.06|16:47:07|4|1143||00:01:28|3316417||2||||5|
22.12.06|16:47:34|6|1998|00:04|00:00:23|80445353389||1|||||
22.12.06|16:47:43|6|1934||00:00:09|80445353389||35|||||
22.12.06|16:48:08|5|1997|00:04|00:00:59|80444922929||1|||||
22.12.06|16:48:10|2|1268||00:03:43|4927937||2||||5|
22.12.06|16:49:38|54|1151||00:00:38|80667490296||2||||8|
22.12.06|16:49:42|1|1111||00:04:57|80444615482||35|||||
22.12.06|16:49:51|53|1205||00:01:10|80666182506||2||||8|
22.12.06|16:50:22|37|1265|00:05|00:00:54|||1|||||
22.12.06|16:51:09|51|1268||00:00:04|80503558623||2||||8|
22.12.06|16:51:31|3|1163||00:10:29|4545526||2||||5|
22.12.06|16:51:33|52|1126||00:00:05|80504437493||2||||8|
22.12.06|16:51:39|6|1144||00:03:55|80445353389||35|||||
22.12.06|16:52:05|53|1268||00:00:29|80503558623||2||||8|
22.12.06|16:52:46|2|1161|00:00|00:00:00|2465898||2||||5|
22.12.06|16:54:16|2|1259||00:00:26|5374798||2||||5|
22.12.06|16:55:25|2|1143||00:00:35|3316417||2||||5|
22.12.06|16:56:40|2|1259||00:00:16|5374798||2||||5|
22.12.06|16:57:19|2|1997|00:04|00:00:22|80503488835||1|||||
22.12.06|16:57:20|3|1085|00:00|00:00:00|5931030||2||||5|
22.12.06|16:57:32|1|1104||00:06:21|5608772||2||||5|
22.12.06|16:57:36|2|1934||00:00:16|80503488835||35|||||
22.12.06|16:58:51|3|1144||00:01:13|2496303||2||||5|
22.12.06|16:59:29|33|1997|00:04|00:01:24|||1|||||
22.12.06|16:59:35|33|1934||00:00:06|||35|||||
22.12.06|17:00:03|1|1179||00:00:47|4490307||2||||5|
22.12.06|17:01:50|54|1126||00:00:05|80504437493||2||||8|
22.12.06|17:03:47|44|1232||00:00:50|80503829169||2||||8|
22.12.06|17:03:58|37|1265|00:06|00:00:55|||1|||||
22.12.06|17:06:13|52|1126||00:00:44|80504437493||2||||8|
22.12.06|17:06:16|2|1259||00:00:20|5374798||2||||5|
22.12.06|17:06:26|33|1997|00:04|00:00:22|||1|||||
22.12.06|17:06:39|33|1934||00:00:12|||35|||||
22.12.06|17:07:15|34|1997|00:04|00:00:13|||1|||||
22.12.06|17:07:19|1|1933||00:02:35|2360426||2||||5|
22.12.06|17:07:29|34|1934||00:00:13|||35|||||
22.12.06|17:07:41|33|1265||00:01:01|||35|||||
22.12.06|17:07:46|3|1105|00:37|00:00:00|2430625||2||||5|
22.12.06|17:07:53|1|1233|00:00|00:00:00|5352730||2||||5|
22.12.06|17:08:04|1|1233|00:00|00:00:00|5352730||2||||5|
22.12.06|17:08:46|53|1105||00:00:29|80958703095||2||||8|
22.12.06|17:09:16|54|1233||00:00:46|80678322233||2||||8|
22.12.06|17:09:25|34|1259||00:01:56|||35|||||
22.12.06|17:09:58|31|1997|00:20|00:00:00|||1|||||
22.12.06|17:10:31|54|1233||00:00:53|80678322233||2||||8|
22.12.06|17:11:12|1|1233|00:00|00:00:00|5352730||2||||5|
22.12.06|17:11:31|3|1970||00:00:16|5374798||2||||5|
22.12.06|17:11:36|51|1191||00:07:53|80679346341||2||||8|
22.12.06|17:11:47|53|1143||00:02:14|80504952866||2||||8|
22.12.06|17:12:02|2|1161||00:05:12|2465898||2||||5|
22.12.06|17:12:07|1|1970||00:00:16|5374798||2||||5|
22.12.06|17:12:51|1|1143|00:28|00:00:00|3322529||2||||5|
22.12.06|17:13:02|2|1970||00:00:35|5374798||2||||5|
22.12.06|17:13:17|3|1158||00:00:21|4028528||2||||5|
22.12.06|17:13:52|2|1970||00:00:25|5374798||2||||5|
22.12.06|17:14:08|1|1106||00:00:48|2303474||2||||5|
22.12.06|17:14:10|53|1143||00:00:06|80953531149||2||||8|
22.12.06|17:14:14|3|1916|00:13|00:00:20|80445374722||1|||||
22.12.06|17:14:56|1|1143|00:24|00:00:00|3322529||2||||5|
22.12.06|17:16:04|51|1233||00:02:51|80982765003||2||||8|
22.12.06|17:17:31|2|1213|00:00|00:00:00|5015422||2||||5|
22.12.06|17:17:40|3|1199||00:03:25|80445374722||35|||||
22.12.06|17:18:09|4|1153|00:00|00:00:00|2766097||2||||5|
22.12.06|17:18:20|1|1143||00:02:56|3322528||2||||5|
22.12.06|17:18:29|3|1948||00:00:23|4820603||2||||5|
22.12.06|17:18:43|2|1213||00:00:41|5015423||2||||5|
22.12.06|17:19:09|54|1209||00:07:43|80574477495||2||||8|
22.12.06|17:19:15|52|1105||00:09:52|80661507838||2||||8|
22.12.06|17:19:24|2|1213||00:00:15|5015423||2||||5|
22.12.06|17:19:58|51|1126||00:01:33|80979230069||2||||8|
22.12.06|17:20:15|2|1259||00:00:23|5374798||2||||5|
22.12.06|17:20:58|52|1933||00:00:37|80632494507||2||||8|
22.12.06|17:21:54|1|1153||00:03:18|2766097||2||||5|
22.12.06|17:22:01|53|1124||00:00:35|80675018912||2||||8|
22.12.06|17:22:22|2|1188||00:01:35|5314462||2||||5|
22.12.06|17:23:10|51|1143||00:00:32|80674040783||2||||8|
22.12.06|17:23:13|33|1997|00:04|00:00:23|||1|||||
22.12.06|17:23:16|1|1104||00:01:09|4644310||2||||5|
22.12.06|17:23:44|33|1934||00:00:30|||35|||||
22.12.06|17:24:10|33|1997||00:00:26|||35|||||
22.12.06|17:24:14|33|1935||00:00:03|||35|||||
22.12.06|17:25:57|3|1259||00:00:21|5374798||2||||5|
22.12.06|17:25:58|1|1213||00:01:14|5015423||2||||5|
22.12.06|17:26:16|52|1143||00:00:53|80504435594||2||||8|
22.12.06|17:26:18|4|1997|00:04|00:00:20|80503488835||1|||||
22.12.06|17:27:25|53|1143||00:00:46|80504435594||2||||8|
22.12.06|17:27:43|32|1997|00:04|00:00:23|||1|||||
22.12.06|17:28:07|52|1152||00:00:19|80504154548||2||||8|
22.12.06|17:28:09|32|1934||00:00:26|||35|||||
22.12.06|17:28:14|33|1997|00:04|00:00:09|||1|||||
22.12.06|17:28:31|54|1151||00:06:34|80667091081||2||||8|
22.12.06|17:28:54|51|1934||00:02:06|80504425030||2||||8|
22.12.06|17:28:54|4|1934||00:02:36|80503488835||35|||||
22.12.06|17:29:01|33|1191||00:00:46|||35|||||
22.12.06|17:29:05|32|1209||00:00:55|||35|||||
22.12.06|17:29:25|3|1259||00:00:36|2012248||2||||5|
22.12.06|17:29:35|1|1104||00:01:09|2705622||2||||5|
22.12.06|17:31:16|3|1126|00:00|00:00:00|2461007||2||||5|
22.12.06|17:31:26|3|1126|00:00|00:00:00|2461007||2||||5|
22.12.06|17:32:55|53|1143||00:04:18|80677388119||2||||8|
22.12.06|17:33:00|1|1124||00:02:34|4939077||2||||5|
22.12.06|17:33:52|1|1126|00:00|00:00:00|2461007||2||||5|
22.12.06|17:34:07|54|1226||00:00:59|80352283006||2||||8|
22.12.06|17:35:06|51|1137||00:00:27|80502400100||2||||8|
22.12.06|17:35:49|3|1126|00:00|00:00:00|2480705||2||||5|
22.12.06|17:35:55|1|1146|00:14|00:00:18|80445375173||1|||||
22.12.06|17:37:52|1|1199||00:01:56|80445375173||35|||||
22.12.06|17:38:20|2|1121||00:15:52|2061808||2||||5|
22.12.06|17:40:29|2|1161||00:01:05|4820603||2||||5|
22.12.06|17:42:15|53|1143||00:00:18|80679942610||2||||8|
22.12.06|17:43:16|2|1199||00:01:01|5374722||2||||5|
22.12.06|17:43:38|52|1223||00:02:26|80663563778||2||||8|
22.12.06|17:44:29|2|1997|00:04|00:00:21|80442585696||1|||||
22.12.06|17:45:43|33|1997|00:04|00:00:09|||1|||||
22.12.06|17:45:46|1|1114||00:07:30|5747544||2||||5|
22.12.06|17:45:55|33|1934||00:00:12|||35|||||
22.12.06|17:46:16|4|1105|00:51|00:00:00|2430625||2||||5|
22.12.06|17:48:15|2|1259||00:03:45|80442585696||35|||||
22.12.06|17:50:03|3|1947||00:06:45|2765542||2||||5|
22.12.06|17:50:37|1|1122||00:02:05|4961845||2||||5|
22.12.06|17:51:07|51|1205||00:01:31|80666182506||2||||8|
22.12.06|17:51:32|3|1997|00:04|00:00:10|80444922929||1|||||
22.12.06|17:51:53|54|1208||00:04:53|80935710168||2||||8|
22.12.06|17:51:59|3|1182||00:00:27|80444922929||35|||||
22.12.06|17:52:02|1|1105|00:48|00:00:00|2430625||2||||5|
22.12.06|17:52:27|52|1126||00:00:31|80674085701||2||||8|
22.12.06|17:52:40|1|1997|00:04|00:00:03|80442478443||1|||||
22.12.06|17:53:54|2|1158||00:04:23|4503071||2||||5|
22.12.06|17:54:41|53|1126||00:01:41|80979230069||2||||8|
22.12.06|17:57:11|54|1126||00:00:46|80674085701||2||||8|
22.12.06|17:57:24|1|1259||00:00:16|5374798||2||||5|
22.12.06|17:58:24|51|1126||00:00:52|80979230069||2||||8|
22.12.06|17:59:02|1|1997|00:04|00:00:13|80444908888||1|||||
22.12.06|17:59:34|52|1117||00:01:44|80673920045||2||||8|
22.12.06|18:00:11|3|1953||00:00:09|4900193||2||||5|
22.12.06|18:00:33|5|1085||00:00:19|5931030||4||||5|
22.12.06|18:00:57|54|1126||00:00:09|80677752796||2||||8|
22.12.06|18:01:32|1|1943||00:02:30|80444908888||35|||||
22.12.06|18:01:53|33|1997|00:04|00:01:03|||1|||||
22.12.06|18:02:00|34|1998|00:04|00:00:25|||1|||||
22.12.06|18:02:16|51|1199||00:00:15|80953140324||2||||8|
22.12.06|18:02:20|34|1243||00:00:20|||35|||||
22.12.06|18:02:45|5|1105||00:01:20|2430625||2||||5|
22.12.06|18:02:53|6|1259||00:00:20|5374798||2||||5|
22.12.06|18:03:20|1|1199||00:00:41|2457969||2||||5|
22.12.06|18:03:44|2|1246||00:04:01|4010560||2||||5|
22.12.06|18:05:11|38|1997|00:04|00:00:14|||1|||||
22.12.06|18:06:15|38|1902||00:01:04|||35|||||
22.12.06|18:06:38|53|1137||00:00:42|80502400100||2||||8|
22.12.06|18:07:28|3|1953||00:06:50|4930193||2||||5|
22.12.06|18:07:31|4|1934||00:15:42|2070770||2||||5|
22.12.06|18:10:42|1|1997|00:04|00:00:13|80443322529||1|||||
22.12.06|18:10:49|31|1920|00:01|00:00:27|||1|||||
22.12.06|18:11:29|1|1934||00:00:47|80443322529||35|||||
22.12.06|18:11:45|2|1902||00:00:22|4538558||2||||5|
22.12.06|18:13:01|1|1997|00:04|00:00:23|80442478443||1|||||
22.12.06|18:13:03|1|1934||00:00:02|80442478443||35|||||
22.12.06|18:13:14|54|1154||00:00:43|80504118438||2||||8|
22.12.06|18:13:37|1|1997|00:04|00:00:23|80442478443||1|||||
22.12.06|18:14:38|1|1934||00:00:56|80442478443||35|||||
22.12.06|18:15:24|51|1902||00:02:00|80633411588||2||||8|
22.12.06|18:16:43|1|1997|00:04|00:00:05|80442478443||1|||||
22.12.06|18:18:11|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:18:40|1|1902||00:00:16|4922929||2||||5|
22.12.06|18:19:03|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:19:26|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:19:48|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:20:10|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:20:28|1|1997|00:04|00:00:10|80552425136||1|||||
22.12.06|18:20:32|2|1902||00:00:15|4922929||2||||5|
22.12.06|18:20:55|2|1902||00:00:14|4922929||2||||5|
22.12.06|18:21:06|52|1188||00:02:05|80552429727||2||||8|
22.12.06|18:21:17|2|1902||00:00:15|4922929||2||||5|
22.12.06|18:21:38|2|1902||00:00:15|4922929||2||||5|
22.12.06|18:22:06|2|1902||00:00:15|4922929||2||||5|
22.12.06|18:22:11|53|1188||00:00:39|80953409839||2||||8|
22.12.06|18:22:51|1|1112||00:02:23|80552425136||35|||||
22.12.06|18:22:53|3|1129||00:00:33|5461604||2||||5|
22.12.06|18:23:09|2|1902||00:00:15|4922929||2||||5|
22.12.06|18:23:34|1|1902||00:00:13|4922929||2||||5|
22.12.06|18:23:55|1|1902||00:00:12|4922929||2||||5|
22.12.06|18:24:16|1|1902||00:00:14|4922929||2||||5|
22.12.06|18:24:37|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:25:06|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:25:27|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:25:48|1|1902||00:00:15|4922929||2||||5|
22.12.06|18:26:12|2|1902||00:00:15|4922929||2||||5|
22.12.06|18:26:29|1|1997|00:04|00:00:34|80442511559||1|||||
22.12.06|18:27:08|1|1143||00:00:39|80442511559||35|||||
22.12.06|18:27:13|2|1902||00:00:02|4922929||2||||5|
22.12.06|18:28:40|1|1902||00:01:08|4905171||2||||5|
22.12.06|18:28:46|54|1125||00:03:17|80507225181||2||||8|
22.12.06|18:30:46|51|1902||00:01:42|80414244040||2||||8|
22.12.06|18:31:30|1|1232||00:02:27|4223470||2||||5|
22.12.06|18:32:10|1|1920|00:00|00:00:00|0507768763||2|||9|10|
22.12.06|18:32:45|1|1920|00:13|00:00:00|0504468763||2|||9|10|
22.12.06|18:34:29|53|1188||00:00:13|80953409839||2||||8|
22.12.06|18:34:31|52|1122||00:00:35|80675059938||2||||8|
22.12.06|18:36:50|2|1191|00:22|00:00:00|2751240||2||||5|
22.12.06|18:37:35|54|1191||00:00:16|80979932026||2||||8|
22.12.06|18:38:08|1|1104||00:02:27|5608772||2||||5|
22.12.06|18:38:24|51|1191||00:00:08|80956628385||2||||8|
22.12.06|18:38:57|52|1191||00:00:02|80937634876||2||||8|
22.12.06|18:40:49|53|1195||00:00:18|80672398072||2||||8|
22.12.06|18:42:29|1|1947||00:03:15|2765542||2||||5|
22.12.06|18:43:43|32|1997|00:04|00:00:23|||1|||||
22.12.06|18:43:59|32|1934||00:00:15|||35|||||
22.12.06|18:44:13|54|1124||00:00:08|80674021941||2||||8|
22.12.06|18:44:28|32|1226||00:00:28|||35|||||
22.12.06|18:48:03|1|1191||00:02:00|5922075||2||||5|
22.12.06|18:49:14|51|1191||00:00:45|80503551545||2||||8|
22.12.06|18:49:29|1|1997|00:04|00:00:29|80442478443||1|||||
22.12.06|18:49:35|2|1547||00:09:09|4964012||2||||5|
22.12.06|18:49:52|1|1114||00:00:23|80442478443||35|||||
22.12.06|18:49:58|2|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|18:51:07|3|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|18:52:13|3|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|18:52:33|2|1205||00:01:59|4503970||2||||5|
22.12.06|18:53:20|2|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|18:53:37|2|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|18:54:28|1|1943||00:04:36|80442478443||35|||||
22.12.06|18:55:15|53|1947||00:01:14|80683532384||2||||8|
22.12.06|18:55:49|52|1191||00:05:07|80503123031||2||||8|
22.12.06|18:56:07|1|1124|00:16|00:00:00|4900077||2||||5|
22.12.06|18:56:20|1|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|18:57:19|1|1110|00:24|00:00:00|5696038||2||||5|
22.12.06|18:57:27|1|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|18:58:34|1|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|18:59:20|2|1233||00:04:48|5352730||2||||5|
22.12.06|18:59:41|1|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|19:00:47|1|1947|00:00|00:00:00|2765542||2||||5|
22.12.06|19:01:31|54|1943||00:01:22|80503329245||2||||8|
22.12.06|19:02:09|51|1122||00:00:10|80675059938||2||||8|
22.12.06|19:02:53|52|1122||00:00:24|80675059938||2||||8|
22.12.06|19:06:34|1|1947||00:00:44|2765542||2||||5|
22.12.06|19:17:29|1|1191||00:02:55|2751240||2||||5|
22.12.06|19:19:57|53|1277||00:03:30|80975197686||2||||8|
22.12.06|19:32:09|1|1191||00:13:35|2430625||2||||5|
22.12.06|19:41:20|2|1255||00:25:26|4500810||2||||5|
22.12.06|19:41:59|54|1191||00:08:39|80679346341||2||||8|
22.12.06|19:57:23|51|1213||00:02:42|80958071680||2||||8|
22.12.06|19:58:09|2|1213||00:00:17|4673408||2||||5|
22.12.06|20:00:56|1|1163||00:17:35|5183292||2||||5|
22.12.06|20:03:56|1|1997|00:04|00:00:29|80442478443||1|||||
22.12.06|20:04:16|1|1114||00:00:20|80442478443||35|||||
22.12.06|20:12:41|1|1942||00:08:24|80442478443||35|||||
22.12.06|20:19:10|52|1947||00:00:36|80683532384||2||||8|
22.12.06|20:24:33|53|1163||00:00:54|80979748274||2||||8|
22.12.06|20:47:38|54|1163||00:03:09|80979748274||2||||8|
22.12.06|20:51:36|1|1114||00:01:44|5747544||2||||5|
22.12.06|20:54:04|1|1114||00:01:29|5168840||2||||5|
22.12.06|20:55:32|51|1163||00:00:03|8097978274||2||||8|
22.12.06|22:00:03|1|1163||00:00:08|4108231||2||||5|
23.12.06|01:29:43|1|1114||00:13:24|4187382||2||||5|
23.12.06|07:29:43|52|1114||00:02:56|80503123031||2||||8|
23.12.06|07:51:59|33|1997|00:04|00:00:37|||1|||||
23.12.06|07:53:12|33|1114||00:01:12|||35|||||
23.12.06|08:06:34|1|1114||00:02:00|4056402||2||||5|
23.12.06|09:16:46|33|1997|00:04|00:05:47|||1|||||
23.12.06|09:33:33|38|1997|00:04|00:00:34|||1|||||
23.12.06|09:33:41|38|1114||00:00:08|||35|||||
23.12.06|09:34:02|33|1997|00:04|00:00:24|||1|||||
23.12.06|09:35:26|33|1114||00:01:23|||35|||||
23.12.06|09:41:48|1|1114||00:00:53|4056402||2||||5|
23.12.06|10:14:09|1|1934||00:00:38|2070770||2||||5|
23.12.06|10:17:25|1|1934||00:02:12|2070770||2||||5|
23.12.06|10:20:13|33|1997|00:04|00:00:29|||1|||||
23.12.06|10:22:04|34|1997|00:04|00:00:24|||1|||||
23.12.06|10:23:12|34|1934||00:01:07|||35|||||
23.12.06|10:31:08|1|1997|00:04|00:00:24|80444108231||1|||||
23.12.06|10:34:39|44|1935||00:01:29|80503560033||2||||8|
23.12.06|10:34:39|1|1935||00:03:31|80444108231||35|||||
23.12.06|10:38:39|33|1933||00:18:25|||35|||||
23.12.06|10:42:11|38|1997|00:04|00:00:32|||1|||||
23.12.06|10:42:17|38|1933||00:00:05|||35|||||
23.12.06|10:50:56|38|1997|00:04|00:00:25|||1|||||
23.12.06|10:51:20|38|1933||00:00:23|||35|||||
23.12.06|11:02:39|1|1997|00:04|00:00:04|80445747338||1|||||
23.12.06|11:10:24|33|1997|00:04|00:00:27|||1|||||
23.12.06|11:11:16|33|1933||00:00:51|||35|||||
23.12.06|12:07:57|1|1114||00:02:02|4056402||2||||5|
23.12.06|13:03:49|38|1997|00:04|00:00:28|||1|||||
23.12.06|13:07:33|38|1933||00:03:43|||35|||||
23.12.06|13:24:08|1|1997|00:04|00:00:21|80623324544||1|||||
23.12.06|13:24:44|1|1933||00:00:36|80623324544||35|||||
23.12.06|13:43:23|1|1114||00:01:48|4056402||2||||5|
